CATEGORÍA,CÓDIGO,DESCRIPCIÓN,STOCK,PRECIO DÓLARES,GARANTÍA,MARCA,PROMOCIÓN,DETALLE PROMOCIÓN
energia r - panel solar,erpste7201n,"panel solar portátil teros te-7201n, 30 w[@@@]aprovecha la energía solar con el panel",13,49.25,D,teros,$40.90,R6465: Detalle de #PROMOCIONR6465
estabilizador de tension,psapclsw500ind,"regulador de voltaje automatico apc line-r 500va,3 salidas universales, 230v[@@@]regu",1,19.1,W,apc american power conver,,
estabilizador de tension,pscdprps6,"supresor de picos cdp r-ps6, 210v - 250v, 15 amps, 6 salidas nema 5-15, on/off switch",20,4.82,W,cdp chicago digital power,,
estabilizador de tension,psstie1042,"estabilizador elise ieda poder safe lcr10-4.5%, solido, 1kva, 220v.[@@@]presentación ",4,53.27,W,elise,,
estabilizador de tension,psstie1042s,"estabilizador elise - fase fes-10, sólido, 1.0kva, 220v, 4 tomas a 220v, 1 toma a 110",0,31.16,W,elise,,
estabilizador de tension,psstie1042xs-n,"estabilizador elise - fase fxe-10, sólido, 1.0kva, 4 tomas a 220vac, 1 toma by-pass.[",20,31.16,W,elise,,
estabilizador de tension,psstie1542,"estabilizador elise ieda poder safe lcr15-4.5%, solido, 1.5kva, 220vac, 4 tomas a 220",5,66.33,W,elise,,
estabilizador de tension,psstie2042,"estabilizador elise ieda poder lcr20-4.5%, solido, 2.0kva, 220v, 4 tomas a 220vac.[@@",2,119.6,W,elise,,
estabilizador de tension,psstr2cavr1008i,"regulador de voltaje cdp r2c-avr1008i, 1000va/500w, 170-270 vac.[@@@]4 tomas con prot",20,11.06,W,cdp chicago digital power,,
estabilizador de tension,psstrcavr1808ip,"regulador de voltaje cdp rc-avr pro 1808i, 1800va, 1000w, 220v, 8 tomacorrientes.[@@@",6,19.2,W,cdp chicago digital power,,
estabilizador de tension,psstruavr604i,"regulador de voltaje cdp ru-avr604i, 600va/300w, 170-270 vac.[@@@]boton on/off, entra",11,12.26,W,cdp chicago digital power,,
"imagenes, escaner de",msepds530ii,"escáner de documentos epson ds-530 ii, usb 3.0 dealta velocidad.[@@@]el escáner a col",1,361.8,W,epson,,
"imagenes, proyector",mmvdeppl118,"proyector powerlite 118 3lcd xga, hdmi x2, vga x2, lan (rj-45), usb[@@@]sistema de pr",2,526.62,W,epson,,
"imagenes, proyector",mmvdeppw52,"proyector powerlite w52+ wxga 3lcd, inalambrico hdmi x1, vga x1, parlante monoaural: ",1,737.67,W,epson,,
"imagenes, scan/cod/barras",accadv6012n,"escaner de plataforma adv-6012 , lector de códigoqr y código de barras.[@@@]el escáne",0,42.21,D,advance computer corp,$34.00,R6856: Detalle de #PROMOCIONR6856
"imagenes, scan/cod/barras",accadv6013n,"escáner de codigo de barras 1d y 2d wireless advance adv-6013, 2.4g ,incluye reposado",20,39.2,D,advance computer corp,,R6857: Llevate  3 Escaner ADV-6013N a un super precio $31.00 +IGV C/U
impresora laser/led,prhp111a,"impresora hp laserjet m111a, imprime / usb 2.0[@@@]velocidad de impresión en negro: a",5,90.45,W,hp comercial,$82.00,R7279: Detalle de #PROMOCIONR7279
impresora laser/led,prhp111w,"impresora hp laserjet monocromatica m111w, imprime/wi-fi/wi-fi direct/bluetooth/usb 2",2,100.5,W,hp comercial,$85.00,R7280: Detalle de #PROMOCIONR7280
impresora laser/led,prhplpm501,"impresora hp laserjet pro m501dn, 45 ppm, 4800x600 dpi, lan/usb.[@@@]solo imprime en ",2,247.23,W,hp comercial,,
impresora multifun laser,prhplj4003dw,"impresora monocromatica hp laserjet pro 4003dw, imprime/usb 2.0/lan/wlan/bt/wi-fi dir",2,323.61,W,hp comercial,$287.00,R7282: Detalle de #PROMOCIONR7282
impresora multifun laser,prhpljm430f,"impresora hp laserjet enterprise mfp m430, imprime/escanea/copia/fax/usb 2.0/lan[@@@]",2,668.33,W,hp invent comercial,,
impresora multifun laser,prhpljmfp4103fd,"impresora monocromatica hp laserjet pro mfp 4103fdw, imprime/copia/escanea/fax/usb 2.",3,396.98,W,hp comercial,$351.00,R7284: Detalle de #PROMOCIONR7284
impresora termica,pradv7011n,"impresora termica inalámbrica advance adv-7011, velocidad de impresion 90 mm/seg.[@@@",10,38.19,D,advance computer corp,,R6846: Llevate  3 Impresoras ADV-7011N a un super precio $35.00 +IGV C/U
impresora termica,pradv8010n,"impresora termica advance adv-8010, velocidad de impresion 300 mm/seg ,usb+lan[@@@]im",0,81.41,D,advance computer corp,,R6845: Llevate  4 Impresoras ADV-8010N a un super precio $72.00 +IGV C/U
mb ci9 s1700 ddr4,mbarb660m-hdv,"motherboard asrock b660m-hdv, chipset intel b660,lga1700, matx[@@@]soporta procesador",1,76.28,P,asrock,,
mb ci9 s1700 ddr4,mbarb660mprors,"motherboard asrock b660m pro rs, chipset intel b660, lga1700, matx[@@@]soporta proces",3,91.66,P,asrock,,
mb ci9 s1700 ddr4,mbarb760mhdvm24,"motherboard asrock b760m-hdv/m.2 d4, chipset intel b760, lga1700, matx[@@@]soporta pr",5,76.88,P,asrock,,
mb ci9 s1700 ddr4,mbasb760m-ad4,"motherboard asus prime b760m-a d4, chipset intel b760, lga1700, matx[@@@]soporta proc",20,94.47,P,asus,,
mb ci9 s1700 ddr4,mbgbb760md3hpd4,"motherboard gigabyte b760m d3hp ddr4, chipset intel b760, lga1700, matx[@@@]soporta p",8,90.35,P,gigabyte,,
mb ci9 s1700 ddr4,mbgbz790sddr4,"motherboard gigabyte z790 s ddr4, chipset intel z790, lga1700, atx[@@@]soporta proces",1,159.69,P,gigabyte,,
mb ci9 s1700 ddr4,mbmsb760m-pddr4,"motherboard msi pro b760m-p ddr4, chipset intel b760, lga1700, hdmi, dp, vga, matx.[@",1,87.18,P,msi,,
mb ci9 s1700 ddr4,mbmxb760m-f,"motherboard maxsun challenger b760m-f, chipset intel b760, lga1700, matx[@@@]soporta ",5,72.26,F,maxsun,,
mb ci9 s1700 ddr4 gaming,mbarb760mpgln4,"motherboard asrock b760m pg lightning/d4, chipsetintel b760, lga1700, matx[@@@]soport",7,92.96,P,asrock,,
mb ci9 s1700 ddr5,mbasb760m-acsm,"motherboard asus prime b760m-a-csm, chipset intelb760, lga1700, micro atx[@@@]soporta",14,110.45,P,asus,$100.90,R6926: Detalle de #PROMOCIONR6926
mb ci9 s1700 ddr5,mbgbb760md3hpd5,"motherboard gigabyte b760m d3hp, chipset intel b760, lga1700, micro atx[@@@]soporta p",1,94.37,P,gigabyte,,
mb ci9 s1700 ddr5,mbmsb760m-e,"motherboard msi pro b760m-e, chipset intel b760, lga1700, hdmi, vga, matx[@@@]soporta",8,96.98,P,msi,,
mb ci9 s1700 ddr5,mbmsb760m-pddr5,"motherboard msi pro b760m-p, chipset intel b760, lga1700, hdmi, dp, vga, matx[@@@]sop",2,105.42,P,msi,,
mb ci9 s1700 ddr5,mbmxb760m-nd5v2,"motherboard maxsun challenger b760m-n d5, chipsetintel b760, lga1700, matx[@@@]soport",4,76.58,F,maxsun,,
mb ci9 s1700 ddr5 gaming,mbarb760mstlgwf,"motherboard asrock b760m steel legend wifi, chipset intel b760, lga1700, matx[@@@]sop",3,165.83,P,asrock,,
mb ci9 s1700 ddr5 gaming,mbasb760mplwf2,"motherboard asus tuf gaming b760m-plus wifi ii, chipset intel b760, lga1700, atx[@@@]",3,186.43,P,asus,,
mb ci9 s1700 ddr5 gaming,mbmsb760gmgpwf,"motherboard msi b760 gaming plus wifi, chipset intel b760, lga1700, hdmi, dp, atx[@@@",14,154.27,P,msi,,
mb cu9 s1851 ddr5,mbmsz890-pwifi,"motherboard msi pro z890-p wifi, chipset intel z890, lga 1851, hdmi, dp, atx[@@@]sopo",3,241.2,P,msi,,
mb cu9 s1851 ddr5 gaming,mbastufz890-pwf,"motherboard asus tuf gaming z890-plus wifi, chipset intel z890, lga 1851, hdmi, dp, a",2,307.53,P,asus,,
mb cu9 s1851 ddr5 gaming,mbasz890prowifi,"motherboard asus tuf gaming z890-pro wifi, chipset intel z890, lga 1851, hdmi, dp, at",2,319.59,P,asus,,
mb cu9 s1851 ddr5 gaming,mbmsz890gmgplwf,"motherboard msi z890 gaming plus wifi, chipset intel z890, lga 1851, hdmi, dp, atx[@@",2,275.27,P,msi,,
mb cu9 s1851 ddr5 gaming,mbmsz890tomhkwf,"motherboard msi mag z890 tomahawk wifi, chipset intel z890, lga 1851, hdmi,, atx[@@@]",2,301.4,P,msi,,
mb socket am4 amd,mbasa520m-k,"motherboard asus prime a520m-k, chipset amd a520,socket amd am4, micro atx[@@@]soport",9,49.95,P,asus,,
mb socket am4 amd,mbgba520mds3h,"motherboard gigabyte a520m ds3h (rev. 1.0), am4, ddr4, hdmi, dp, hd audio.[@@@]soport",2,58.14,P,gigabyte,,
mb socket am4 amd,mbmsa520mpro,"motherboard msi a520m pro, chipset amd a520, socket amd am4, matx[@@@]soporta procesa",18,50.65,P,msi,,
mb socket am4 amd,mbmxa520m-k,"motherboard maxsun challenger a520m-k, chipset amd a520, socket amd am4, matx[@@@]sop",1,46.73,F,maxsun,,
mb socket am5 amd,mbarb550pgvel,"motherboard asrock b550 pg velocita, chipset amd b550, socket amd am4, atx[@@@]soport",4,133.16,P,asrock,,
mb socket am5 amd,mbgba620ms2h,"motherboard gigabyte a620m s2h (rev. 1.0) chipsetamd a620, socket am5, micro atx[@@@]",10,96.38,P,gigabyte,,
mb socket am5 amd,mbmsa620m-epro,"motherboard msi pro a620m-e, chipset amd a620, socket am5, hdmi, vga, matx[@@@]soport",3,67.84,P,msi,,
mb socket am5 amd,mbmsb650m-p,"motherboard msi pro b650m-p, chipset amd b650, socket amd am5, matx[@@@]soporta proce",3,105.42,P,msi,,
mb socket am5 amd gaming,mbasx870-agmgfw,"motherboard asus rog strix x870-a gaming wifi, chipset amd x870, socket amd am5, atx[",2,337.68,P,asus,,
mb socket am5 amd gaming,mbasx870-pluswf,"motherboard asus tuf gaming x870-plus wifi, chipset amd x870, socket amd am5, atx[@@@",2,308.43,P,asus,,
mb socket am5 amd gaming,mbmsb650mgmgwf,"motherboard msi b650m gaming wifi, chipset amd b650, socket amd am5, matx[@@@]soporta",1,109.44,P,msi,,
mb socket i c/cpu intel,mbadvi513420h,"motherboard advance modt, incorpora procesador ci5-13420h, itx[@@@]2 ranuras de memor",16,241.1,D,advance computer corp,,R6074: Por (1) MB ADV MODT i5-13420H te regalamos: (1) RAM 8GB 3.20G Patriot + (1) SSD 256GB M.2 TEAM
mb socket i c/cpu intel,mbadvi713620h,"motherboard advance modt, incorpora procesador core i7-13620h 2.40/4.90ghz, hdmi(2)/d",1,296.98,D,advance computer corp,,
mem ddr3 1600 pc3-12800,me8gkvr16ln118w,"memoria kingston, 8gb ddr3-1600mhz pc3-12800, cl11, 1.35v, 240-pin, non-ecc[@@@]",7,25.63,P,kingston,,
mem ddr4 2666 pc4-21300,me8gkvr26n19s6,"memoria kingston kvr26n19s6/8, 8gb, ddr4 2666 mhz, pc4-21300, dimm, cl-19, 1.2v[@@@]",2,13.87,P,kingston,,
mem ddr4 3200 pc4-25600,me16gkf432c16bf,"memoria kingston fury beast, 16gb, ddr4, 3200 mhz, pc4-25600, cl16, 1.35v.[@@@]",20,29.65,P,kingston,,
mem ddr4 3200 pc4-25600,me16gpv320c6,memoria udimm patriot viper steel 16gb ddr4-3200mhz pc4-25600 cl16 1.35v 288-pin[@@@],3,25.07,P,patriot,,
mem ddr4 3200 pc4-25600,me16kvr32n22s8,"memoria dimm kingston, 16gb ddr4-3200mhz pc4-25600, cl22, 1.2v, 288-pin, non-ecc[@@@]",20,24.87,P,kingston,,
mem ddr4 3200 pc4-25600,me16tf3200hc16f,"memoria teamgroup t-force vulcan tuf gaming alliance ddr4, 16gb ddr4-3200mhz, cl16, 1",11,25.13,P,teamgroup,,R7487: PROMO 20 + 1 MEM RAM 16G TF TUF 3.20GHZ DR4
mem ddr4 3200 pc4-25600,me16tfzrd432hc1,"memoria tg t-force vulcan z, 16gb, ddr4-3200 mhz,1.35v, cl16-20-20-40[@@@]",1,25.13,P,teamgroup,,
mem ddr4 3200 pc4-25600,me32kf432c16bb2,"memoria kingston fury beast 32gb ddr4-3200mhz pc4-25600, cl16, 1.35v, 288-pin, rgb, d",5,61.51,P,kingston,,
mem ddr4 3200 pc4-25600,me8ghp18x15aa32,"memoria hp v2 8gb (1 x 8 gb) ddr4-3200 mhz, cl22,1.20v[@@@]",6,14.87,P,hp memorias ram,,
mem ddr4 3200 pc4-25600,me8gkcp432ns6,"memoria kingston kcp432ns6/8, dimm 8gb ddr4-3200 mhz, cl22, 1.2v, non-ecc.[@@@]",1,17.24,P,kingston,,
mem ddr4 3200 pc4-25600,me8gkf432c16bb8,"memoria kingston fury beast, 8gb, ddr4-3200mhz, pc4-25600, cl16, 1.35v, 288-pines, xm",20,16.73,P,kingston,,
mem ddr4 3200 pc4-25600,me8gkvr32n22s8l,"memoria kingston ddr4 value ram, 8 gb ddr4-3200mhz, pc4-25600, cl22[@@@]",0,13.72,P,kingston,,
mem ddr4 3200 pc4-25600,me8gtfgd48g3200,"memoria tg t-force vulcan z 8gb ddr4-3200 mhz, cl16, 1.35v[@@@]",20,13.87,P,teamgroup,,R7514: Promo 20 + 1 MEM RAM 8G T-FORCE 3.20GHZ DR4
mem ddr4 3200 pc4-25600,me8gtfgd48g320r,"memoria tg t-force vulcan z 8gb ddr4-3200 mhz, cl16, 1.35v[@@@]",20,13.87,F,teamgroup,,
mem ddr4 3200 pc4-25600,me8gtfyd48g32tf,"memoria tg t-force vulcan tuf, 8gb ddr4-3200 mhz,cl16, 1.35v[@@@]",12,13.87,P,teamgroup,,R7516: Promo 20 + 1  MEM RAM 8G TF TUF 3.20GZ DDR4
mem ddr4 3600 pc4-28800,me16kf436c18bb2,"memoria kingston fury beast rgb black, 16gb, ddr4-3600mhz, pc4-28800, cl18, 1.35v, no",1,38.84,P,kingston,,
mem ddr4 3600 pc4-28800,me8gkf436c17bb8,"memoria kingston fury beast, 8gb, ddr4 3600 mhz, pc4-28800, cl17, 1.35v.[@@@]",1,18.14,P,kingston,,
mem ddr5 5200 pc5-41600,me16gkf552c4arg,"memoria kingston fury beast 16gb ddr5-5200mhz pc5-41600 cl40, 1.25v, 288-pin, xmp 3.0",2,46.63,P,kingston,,
mem ddr5 5200 pc5-41600,me16kcp552us8,mem ram 16g kcp 5.20g dim ddr5,10,41.66,P,kingston,,
mem ddr5 5200 pc5-41600,me16kf552c40bb1,"memoria kingston fury beast 16gb, ddr5-5200mhz, pc5-41600, cl40, 1.25v, 288-pines, xm",15,40.5,P,kingston,,
mem ddr5 5200 pc5-41600,me16tfd5200hc4w,"memoria teamgroup t-force delta rgb ddr5, 16gb ddr5-5200mhz, pc5-41600, cl40, 1.25v[@",4,44.42,P,teamgroup,,R7490: Promo 05 + AUDIFONOS TEROS TE-8075W TWS
mem ddr5 5200 pc5-41600,me16tfdt5200hc4,"memoria teamgroup delta tuf gaming alliance rgb, 16gb ddr5-5200mhz pc5-41600, cl40, 1",4,44.42,P,teamgroup,,R7493: GRATIS 01 SSD 256G TG MP33 M.2 NVME G3X4 COMPRA 10U MEM RAM 16G TF TUF DT RGB 5.2G
mem ddr5 5200 pc5-41600,me16tfv5200hc41,"memoria teamgroup t-force vulcan ddr5 16gb ddr5-5200 mhz, cl40, 1.25v[@@@]",4,40.45,P,teamgroup,,R7494: Promo 05 + 1 BACKPACK TEROS AZUL/MARRON
mem ddr5 5200 pc5-41600,me32gkf552c40rg,"memoria kingston fury beast 32gb ddr5-5200mhz, pc5-41600, cl40, 1.25v, 288-pin, non-e",1,81.91,P,kingston,,
mem ddr5 5200 pc5-41600,me32kcp552ud8,"memoria kingston 32gb, ddr5-5200 mhz, pc5-41600, cl42, 1.1v, 288-pin, non-ecc[@@@]",5,81.3,P,kingston,,
mem ddr5 5200 pc5-41600,me32kf552c40bbf,"memoria kingston fury beast black, 32gb ddr5-5200mhz, pc5-41600, cl40, 1.25v.[@@@]",1,77.39,P,kingston,,
mem ddr5 5200 pc5-41600,me8gkcp552us6,mem ram 8g kcp dimm 5.20g ddr5,2,24.12,P,kingston,,
mem ddr5 5600 pc5-44800,me16gbw5600ud,"memoria biwin udimm, 16gb ddr5-5600, 1r*8, cl 46,1.10v[@@@]",9,39.2,P,biwin,,
mem ddr5 5600 pc5-44800,me16gkf556c40bb,"memoria kingston fury beast 16gb ddr5-5600mhz, pc5-44800, cl40, 1.25v, 288-pin, dimm[",12,41.91,P,kingston,,
mem ddr5 5600 pc5-44800,me16gkf556c4arg,"memoria kingston fury beast 16gb ddr5-5600mhz pc5-44800 cl40, 1.25v, 288-pin, xmp 3.0",10,47.64,P,kingston,,
mem ddr5 5600 pc5-44800,me16hpx26g0r1aa,"memoria hp x2 udimm ddr5, 16gb 5600 mhz, pc5-44800, cl46, 1.1v[@@@]",1,42.11,P,hp memorias ram,,
mem ddr5 5600 pc5-44800,me16tfd5600hc3w,"memoria teamgroup t-force delta rgb ddr5, 16gb ddr5-5600mhz, pc5-44800, cl36, 1.2v[@@",1,45.02,P,teamgroup,,R7518: GRATIS 01 MEM RAM 8G T-FORCE 3.20GHZ DR4 COMPRA 05 MEM RAM 16G TF DELTA RGB 5.60G
mem ddr5 5600 pc5-44800,me16tfv5600hc36,"memoria teamgroup t-force vulcan ddr5 16gb ddr5-5600 mhz, cl36, 1.2v[@@@]",1,40.4,P,teamgroup,,
mem ddr5 5600 pc5-44800,me16tfva5600hcn,"memoria teamgroup vulcan&#945; ddr5, 16gb (1x16gb) ddr5-5600mhz pc5-44800, cl40, 1.2v",5,41.31,P,teamgroup,,
mem ddr5 5600 pc5-44800,me32hpx26g0r2aa,"memoria hp x2 udimm ddr5, 32gb 5600 mhz, pc5-44800, cl46, 1.1v[@@@]",5,80.65,P,hp memorias ram,,
mem ddr5 5600 pc5-44800,me32kf556c40bb,"memoria dimm kingston fury beast 32gb ddr5-5600mhz pc5-44800, cl40, 1.25v, 288-pin no",10,79.8,P,kingston,,
mem ddr5 5600 pc5-44800,me8gkf556c40bf,"memoria kingston fury beast 8gb ddr5-5600mhz, pc5-44800, cl40, 1.25v, 288-pin, non-ec",7,24.32,P,kingston,,
mem ddr5 6000 pc5-48000,me16gpv60c30,"memoria patriot viper venom rgb ddr5, 16gb ddr5-6000mhz, pc5-48000, cl30, 1.35v[@@@]",8,44.97,P,patriot,,
mem ddr5 6000 pc5-48000,me16gpv60c30n,"memoria patriot viper venom ddr5, 16gb ddr5-6000mhz, pc5-48000, cl30, 1.35v[@@@]",6,39.8,P,patriot,,
mem ddr5 6000 pc5-48000,me16gpv60c42w,"memoria patriot viper elite 5 rgb ddr5, 16gb ddr5-6000mhz, pc5-48000, cl42, 1.35v[@@@",14,45.98,P,patriot,,
mem ddr5 6000 pc5-48000,me16kf560c36bbe,"memoria kingston fury beast 16gb ddr5-6000mhz, pc5-48000, cl36, 1.35v, 288-pin[@@@]",10,50.6,P,kingston,,
mem ddr5 6000 pc5-48000,me16kf560c36bbr,"memoria kingston fury beast 16gb ddr5-6000mhz, pc5-48000, cl36, 1.35v, 288-pin, rgb[@",1,57.94,P,kingston,,
mem ddr5 6000 pc5-48000,me16kf560c36bbw,"memoria kingston fury, 16gb, ddr5-6000 mhz, pc5-48000, cl36, 1.35v[@@@]",1,52.76,P,kingston,,
mem ddr5 6000 pc5-48000,me16tf6000hc38w,"memoria teamgroup t-force delta rgb ddr5, 16gb (1x16gb) ddr5-6000mhz, cl38, 1.25v, bl",1,45.63,P,teamgroup,,R7489: GRATIS 01 MEM RAM 8G T-FORCE 3.20GHZ DR4 COMPRA 10 MEM RAM 16G TF DELT RGB 6.00GZ
mem ddr5 6000 pc5-48000,me32bwdw10060w,"memoria udimm biwin black opal dw100 rgb, 32gb (2x16gb) ddr5-6000, pc5-48000, cl30, 1",2,109.55,P,biwin,,
mem ddr5 6000 pc5-48000,me32kf560c30bba,mem ram 32g kf rgb 6.0g ddr5,1,104.32,P,kingston,,
"mem flash, compact flash",acktsdr2128gb,sdhc/sdxc canv react plus 128g,5,89.45,D,kingston,,
"mem flash, compact flash",mesdsqua4128g,micro sdxc 128gb,5,20.85,W,sandisk,,
"mem flash, secure digital",acktsdcg3128gb,"memoria flash microsdxc kingston canvas go! plus,128gb con adaptador sd.[@@@]rendimie",7,9.75,Y,kingston,,
"mem flash, secure digital",acktsdcg364gb,"memoria flash microsdxc kingston canvas go! plus,64gb con adaptador sd.[@@@]rendimien",13,6.42,Y,kingston,,
"mem flash, secure digital",acktsdcs2128gb,"memoria micro-sd kingston canvas select plus, 128gb, con adaptador sd[@@@]velocidad d",0,6.62,Y,kingston,,
"mem flash, secure digital",acktsdcs2256gb,"memoria micro-sd kingston canvas select plus, 256gb, sin adaptador sd[@@@]velocidad d",20,15.37,Y,kingston,,
"mem flash, secure digital",acktsdcs232gb,"memoria micro-sd kingston canvas select, 32gb, uhs-i speed class 1 (u1), con adaptado",20,3.12,Y,kingston,,
"mem flash, secure digital",acktsdcs264gb,"memoria micro-sd kingston canvas select, 64gb, uhs-i speed class 1 (u1), con adaptado",20,3.66,Y,kingston,,
"mem flash, secure digital",acktsds264gb,"memoria card sd kingston canvas select plus, 64 gb, uhs-i speed class 1 (u1).[@@@]vel",19,4.54,Y,kingston,,
"mem flash, secure digital",acsdcg3512gb,"memoria micro-sd kingston canvas go! plus, 512gb,con adaptador sd[@@@]velocidad de le",11,40.45,W,kingston,,
"mem flash, secure digital",me64gbsdsqunr,"memoria flash sandisk ultra microsdhc, uhs-i, class10, 64gb, incluye adaptador sd.[@@",9,5.85,Y,sandisk,,
"mem flash, secure digital",msdwdd032g1p0c,"memoria flash wd purple 32gb sc qd101 microsd, ideal para camaras de videovigilancia.",10,5.38,Y,western digital,,
"mem flash, secure digital",msdwdd128g1p0c,"memoria flash wd purple 128gb sc qd101 microsd, ideal para camaras de videovigilancia",10,15.33,Y,western digital,,
"mem flash, secure digital",msdwdd512g1p0c,"memoria flash wd purple 512gb sc qd101 microsd, ideal para camaras de videovigilancia",5,85.43,Y,western digital,,
"mem flash, usb drive",ac16gbusbcz50,"memoria flash sandisk cruzer blade, capacidad 16 gb, interfaz usb 2.0. presentación e",20,3.17,P,sandisk,,
"mem flash, usb drive",ac16gbusbcz50gr,"memoria flash usb sandisk cruzer blade, 16gb, usb2.0.[@@@]cruzer blade usb flash driv",20,3.1,F,sandisk,,
"mem flash, usb drive",ac32gbusbcz410b,"memoria flash usb sandisk ultra shift, 32gb, usb 3.2 gen 1, color cyan[@@@]",5,3.87,W,sandisk,,
"mem flash, usb drive",ac32gusbcz50b3,"memoria flash usb sandisk ultra shift, 32gb, usb 2.0 gen 1, color azul[@@@]",13,3.17,W,sandisk,,
"mem flash, usb drive",ac32gusbcz50b35,"memoria flash usb sandisk cruzer blade, 32gb, usb2.0, presentación en colgador.[@@@]",20,3.17,X,sandisk,,
"mem flash, usb drive",ac32gusbcz50b3g,usb sandisk 32gb cruzer verde,20,3.32,W,sandisk,,
"mem flash, usb drive",ac32gusbcz50b3p,usb sandisk 32gb cruzer rosado,8,3.27,W,sandisk,,
"mem flash, usb drive",ac64gbusbcz410,"memoria flash usb sandisk ultra shift, 64gb, usb 3.0.[@@@]",9,5.66,Y,sandisk,,
"mem flash, usb drive",accacup20016gb,up200 ufd 16gb black usb 2.0,20,2.46,D,acer,,
"mem flash, usb drive",accdtmc3g2128g,memoria flash kingston datatraveler micro unidad flash usb ultrapequeño con metal pre,8,10.15,W,kingston,,
"mem flash, usb drive",accdtmc3g2256g,memoria flash kingston datatraveler micro unidad flash usb ultrapequeño con metal pre,1,17.19,W,kingston,,
"mem flash, usb drive",accdtmc3g264gb,memoria flash kingston datatraveler micro unidad flash usb ultrapequeño con metal pre,9,6.38,W,kingston,,
"mem flash, usb drive",acckcu2l647lb,dtxm 64gb neon aqua blue,20,3.12,W,kingston,,
"mem flash, usb drive",acckcu2l647lg,dtxm 64gb neon green,20,3.12,W,kingston,,
"mem flash, usb drive",acckcu2l647ln,dtxm 64gb neon pink,20,3.12,W,kingston,,
"mem flash, usb drive",acckcu2l647lp,dtxm 64gb neon purple,20,3.12,W,kingston,,
"mem flash, usb drive",accsdcz410032g,"memoria flash usb sandisk ultra shift, 32gb, usb 3.2 gen 1, color lila[@@@]",20,3.88,W,sandisk,,
"mem flash, usb drive",accsdcz410128g,"memoria flash usb sandisk ultra shift usb 3.2 gen1, 128gb[@@@]",1,10.65,W,sandisk,,
"mem flash, usb drive",accsdcz41032gg,"memoria flash usb sandisk ultra shift usb 3.2 gen1, 32gb[@@@]",4,3.84,W,sandisk,,
"mem flash, usb drive",accup30016gb,"memoria flash usb acer up300, 16gb, interfaz: usb-c 3.2 gen 1, color negro[@@@]veloci",20,2.51,D,acer,,
"mem flash, usb drive",acdtduo3cg3128,memoria flash usb kingston 128gb datatraveler microduo 3c 200mb/s dual usb-a + usb-c[,18,10.75,D,kingston,,
"mem flash, usb drive",acdtduo3cg3256,memoria flash usb kingston 256gb datatraveler microduo 3c 200mb/s dual usb-a + usb-c[,20,17.39,D,kingston,,
"mem flash, usb drive",acdtse9g3512gb,dtse9g3 512gb usb 3.2 gen 1,3,27.14,D,kingston,,
"mem flash, usb drive",acdtxon256gb,"memoria flash usb kingston datatraveler exodia onyx 256gb, usb 3.2 gen 1, color negro",20,11.51,W,kingston,,
"mem flash, usb drive",ackcu2g647gb,"memoria flash usb kingston datatraveler exodia 64gb, usb 3.2 gen 1, color azul.[@@@]p",20,3.12,W,kingston,,
"mem flash, usb drive",ackcu2g647gr,"memoria flash usb kingston datatraveler exodia 64gb, usb 3.2 gen 1, color rojo.[@@@]p",4,3.12,W,kingston,,
"mem flash, usb drive",ackdtse9g364gb,dtse9g3 usb 3.2 gen 1 220mb/s,20,6.23,D,kingston,,
"mem flash, usb drive",acktdt70128gb,"memoria flash usb kingston datatraveler 70, 128gb, usb-c 3.2 gen1 presentación en col",0,5.03,Y,kingston,,
"mem flash, usb drive",acktdt7064gb,"memoria flash usb kingston datatraveler 70, 64gb,usb-c 3.2 gen1, presentación en colg",0,3.12,Y,kingston,,
"mem flash, usb drive",acktdtduo3cg346,"memoria flash usb kingston datatraveler microduo 3c, 64gb, usb 3.2 gen 1.[@@@]interfa",10,7.24,W,kingston,,
"mem flash, usb drive",acktdtkn64gb,"memoria flash usb kingston datatraveler kyson, 64gb, usb 3.2 gen 1, plata[@@@]present",7,5.18,Y,kingston,,
"mem flash, usb drive",acktdtx128gb,"memoria flash usb kingston datatraveler exodia 128gb, usb 3.2 gen 1, color amarillo.[",20,5.01,Y,kingston,,
"mem flash, usb drive",acktdtx256gb,"memoria flash usb kingston datatraveler exodia 256gb, usb 3.2 gen 1, color rojo.[@@@]",7,11.56,Y,kingston,,
"mem flash, usb drive",acktdtx64gb,"memoria flash usb kingston datatraveler exodia 64gb, usb 3.2 gen 1[@@@]presentación e",20,3.12,Y,kingston,,
"mem flash, usb drive",acktdtx64gbw,"memoria flash usb kingston datatraveler exodia, 64gb, usb 3.2 gen 1, blanco[@@@]prese",7,3.12,Y,kingston,,
"mem flash, usb drive",acktdtxm128gb,"memoria flash usb kingston datatraveler exodia m,128gb, usb 3.2 gen 1, rojo[@@@]prese",20,4.97,Y,kingston,,
"mem flash, usb drive",acktdtxm256gb,"memoria flash usb kingston datatraveler exodia m,256gb, usb 3.2 gen 1, azul[@@@]prese",5,12.05,Y,kingston,,
"mem flash, usb drive",acktdtxm64gb,"memoria flash usb kingston datatraveler exodia m,64gb, usb 3.2 gen 1, azul[@@@]presen",20,3.12,Y,kingston,,
"mem flash, usb drive",acktdtxon64gb,"memoria flash usb kingston datatraveler exodia onyx, 64gb, usb 3.2 gen 1, color negro",10,3.12,W,kingston,,
